"Energy with dietary fibre, equated 
(kJ)","Protein 
(g)","Ash 
(g)","Total dietary fibre 
(g)","Alcohol 
(g)",Total sugars (g),"Starch 
(g)","Available carbohydrate, without sugar alcohols 
(g)","Calcium (Ca) 
(mg)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Magnesium (Mg) 
(mg)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Selenium (Se) 
(ug)","Zinc (Zn) 
(mg)","Retinol (preformed vitamin A) 
(ug)","Beta-carotene 
(ug)","Thiamin (B1) 
(mg)","Niacin (B3) 
(mg)","Pyridoxine (B6) 
(mg)","Cobalamin (B12) 
(ug)","Folate, natural 
(ug)","Total folates 
(ug)","Vitamin C 
(mg)","Cholecalciferol (D3) 
(ug)","Ergocalciferol (D2) 
(ug)","25-hydroxy cholecalciferol (25-OH D3) 
(ug)","Vitamin D3 equivalents 
(ug)","Alpha tocopherol 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated 
(g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),"Total trans fatty acids, imputed 
(mg)","Caffeine 
(mg)","Cholesterol 
(mg)"
1175,31.3,1.9,0.0,0.0,0.0,0.0,0.0,160,11.0,0.64,40,379,532,42.9,0.99,25,0,0.0,4.32,0.52,2.2,0,0,0,1.8,0,0.1,2.3,4.4,4.48,4.19,1.49,0.19,1341.27,140.58,0,95
1021,27.2,1.6,0.0,0.0,0.0,0.0,0.0,139,8.0,0.56,31,297,393,37.3,0.86,22,0,0.0,3.19,0.4,1.9,0,0,0,1.5,0,0.1,2.0,3.8,3.9,3.64,1.29,0.17,1165.63,122.18,0,83
561,19.3,1.3,0.0,0.0,0.0,0.0,0.0,11,29.0,0.44,33,205,446,36.5,0.49,39,0,0.13,2.3,0.4,2.4,1,1,2,1.6,0,0.1,2.1,0.7,0.69,2.03,0.11,0.04,366.0,6.24,0,76
768,26.4,1.7,0.0,0.0,0.0,0.0,0.0,15,37.7,0.6,45,281,611,50.0,0.67,45,0,0.169,3.15,0.49,2.7,1,1,2,1.8,0,0.1,2.3,0.9,0.94,2.78,0.15,0.05,501.37,8.54,0,104
668,23.0,1.5,0.0,0.0,0.0,0.0,0.0,13,27.6,0.52,35,220,451,43.4,0.58,39,0,0.124,2.33,0.38,2.4,1,1,1,1.5,0,0.1,2.0,0.8,0.82,2.42,0.13,0.04,435.71,7.42,0,90
795,23.4,2.0,0.0,0.0,0.0,0.0,0.0,18,30.0,0.4,31,350,347,31.2,0.84,0,0,0.15,3.3,0.44,2.0,0,0,0,1.6,0,0.1,2.1,1.0,0.95,3.79,1.15,0.08,120.75,183.54,0,74
1089,32.0,2.7,0.0,0.0,0.0,0.0,0.0,25,39.0,0.55,42,479,475,42.8,1.15,0,0,0.195,4.52,0.54,2.3,0,0,0,1.8,0,0.1,2.3,1.3,1.3,5.19,1.58,0.11,165.41,251.42,0,101
946,27.8,2.3,0.0,0.0,0.0,0.0,0.0,22,28.6,0.48,33,375,351,37.2,1.0,0,0,0.143,3.34,0.42,2.0,0,0,0,1.5,0,0.1,2.0,1.1,1.13,4.51,1.37,0.1,143.75,218.5,0,88
544,19.4,1.1,0.0,0.0,0.0,0.0,0.0,55,100.0,0.4,26,264,388,40.0,0.4,12,0,0.06,5.3,0.28,2.6,0,0,0,1.6,0,0.1,2.1,0.4,0.44,1.99,0.06,0.03,422.82,103.88,0,63
745,26.5,1.5,0.0,0.0,0.0,0.0,0.0,75,130.1,0.55,36,362,532,54.8,0.55,14,0,0.078,7.26,0.34,3.0,0,0,0,1.8,0,0.1,2.3,0.6,0.6,2.72,0.08,0.04,579.2,142.3,0,86
528,23.0,1.1,0.0,0.0,0.0,0.0,0.0,24,90.0,0.4,29,254,381,50.0,0.5,0,0,0.07,4.1,0.28,2.4,0,0,0,1.2,0,0.2,2.2,0.9,0.93,1.37,0.04,0.02,239.76,66.27,0,70
549,19.2,1.1,0.0,0.0,0.0,0.0,0.0,53,10.0,0.4,28,271,309,72.0,1.1,12,0,0.0,4.7,0.39,4.9,0,0,0,1.6,0,0.1,2.1,0.6,0.58,2.67,0.07,0.04,334.8,107.46,0,95
752,26.4,1.5,0.0,0.0,0.0,0.0,0.0,73,13.0,0.55,38,371,423,98.6,1.51,15,0,0.0,6.12,0.48,6.0,0,0,0,2.0,0,0.1,2.59,0.8,0.79,3.65,0.1,0.05,458.63,147.2,0,130
559,22.0,1.1,0.0,0.0,0.0,0.0,0.0,40,10.0,0.6,34,290,284,110.0,1.05,8,0,0.0,4.7,0.24,4.9,0,0,0,1.2,0,0.2,2.2,0.7,0.73,2.0,0.11,0.04,355.5,89.55,0,91
435,20.6,1.1,0.0,0.0,0.0,0.0,0.0,26,0.0,0.4,25,205,332,37.0,0.4,0,0,0.04,3.5,0.16,0.2,0,0,1,1.6,0,0.1,2.1,0.5,0.47,0.78,0.04,0.03,140.76,41.19,0,63
595,28.2,1.5,0.0,0.0,0.0,0.0,0.0,36,0.0,0.55,34,281,455,50.7,0.55,0,0,0.049,4.55,0.2,0.2,0,0,1,2.0,0,0.1,2.59,0.6,0.64,1.07,0.06,0.04,192.82,56.43,0,86
540,23.2,1.1,0.0,0.0,0.0,0.0,0.0,30,10.0,0.6,28,223,353,49.0,0.6,0,0,0.07,3.8,0.13,0.4,0,0,1,1.2,0,0.2,2.2,0.6,0.6,1.36,0.07,0.06,242.19,69.85,0,83
965,20.5,1.5,0.0,0.0,0.0,0.0,0.0,48,0.0,0.31,28,260,366,23.2,0.42,2,0,0.09,3.07,0.55,2.2,0,0,0,5.5,0,0.1,6.0,2.5,2.49,3.77,1.34,0.18,816.46,480.06,0,63
1078,22.9,1.7,0.0,0.0,0.0,0.0,0.0,54,0.0,0.35,32,290,409,26.0,0.47,2,0,0.096,3.43,0.55,2.0,0,0,0,4.9,0,0.1,5.36,2.8,2.78,4.21,1.49,0.2,912.25,536.38,0,71
1135,24.1,1.8,0.0,0.0,0.0,0.0,0.0,57,0.0,0.37,30,275,366,27.3,0.49,2,0,0.085,3.07,0.51,2.2,0,0,0,5.2,0,0.1,5.65,2.9,2.93,4.44,1.57,0.21,960.54,564.78,0,74
1149,18.1,1.5,0.0,0.0,0.0,0.0,0.0,9,5.0,0.23,27,241,380,24.0,0.42,40,0,0.17,7.08,0.54,0.7,0,0,2,5.5,0,0.1,6.0,4.2,4.18,5.65,2.05,0.24,1106.14,61.45,0,63
1284,20.2,1.7,0.0,0.0,0.0,0.0,0.0,10,5.3,0.26,30,269,424,26.8,0.47,38,0,0.18,7.91,0.54,0.6,0,0,2,4.9,0,0.1,5.36,4.7,4.67,6.32,2.29,0.27,1235.91,68.66,0,70
1352,21.3,1.8,0.0,0.0,0.0,0.0,0.0,10,4.7,0.27,28,255,380,28.2,0.49,40,0,0.16,7.08,0.51,0.7,0,0,2,5.2,0,0.1,5.65,4.9,4.92,6.65,2.41,0.29,1301.34,72.3,0,74
442,19.7,4.7,0.0,0.0,0.0,0.0,0.0,725,75.8,3.95,46,575,352,97.0,3.1,106,0,0.019,1.1,0.31,8.3,7,7,0,5.5,0,0.1,6.0,0.4,0.46,1.17,0.04,0.03,167.81,5.18,0,129
444,22.0,5.8,0.0,0.0,0.0,0.0,0.0,872,52.0,6.1,54,690,402,97.4,3.29,91,0,0.08,5.53,0.21,6.8,10,10,0,5.2,0,0.1,5.65,0.4,0.44,0.59,0.02,0.01,76.03,2.69,0,162
378,18.7,4.9,0.0,0.0,0.0,0.0,0.0,742,46.5,5.18,46,587,342,82.8,2.8,91,0,0.08,4.7,0.2,7.0,9,9,0,5.5,0,0.1,6.0,0.4,0.38,0.5,0.02,0.01,64.62,2.29,0,138
444,22.0,5.8,0.0,0.0,0.0,0.0,0.0,872,52.0,6.1,54,690,402,97.4,3.29,91,0,0.08,5.53,0.21,7.4,10,10,0,5.8,0,0.1,6.35,0.4,0.44,0.59,0.02,0.01,76.03,2.69,0,162
434,24.6,1.5,0.0,0.0,0.0,0.0,0.0,10,27.7,0.16,34,208,345,38.0,0.34,0,0,0.0,6.4,0.16,0.8,0,0,0,1.6,0,0.1,2.1,0.3,0.32,0.1,0.0,0.0,15.11,0.0,0,61
595,33.8,2.1,0.0,0.0,0.0,0.0,0.0,13,36.0,0.22,46,285,473,52.0,0.46,0,0,0.0,8.33,0.2,0.9,0,0,0,2.0,0,0.1,2.59,0.4,0.44,0.13,0.0,0.0,20.69,0.0,0,84
488,27.7,1.7,0.0,0.0,0.0,0.0,0.0,9,23.3,0.14,30,187,310,34.2,0.3,0,0,0.0,6.83,0.16,0.8,0,0,0,1.6,0,0.1,2.12,0.4,0.36,0.11,0.0,0.0,16.97,0.0,0,69
1090,15.5,1.0,1.3,0.0,1.5,15.0,16.5,11,3.4,0.4,24,220,310,27.3,0.38,12,0,0.1,5.2,0.38,0.2,0,0,0,0.3,0,0.0,0.3,3.1,3.1,3.39,3.57,0.41,12.41,275.73,0,29
924,19.5,2.7,0.0,0.0,0.0,0.0,0.0,18,30.0,0.4,31,350,347,31.4,0.86,0,0,0.15,3.3,0.44,2.0,0,0,0,1.6,0,0.1,2.1,1.0,0.95,4.27,1.19,0.2,403.56,336.22,0,74
1266,26.7,3.6,0.0,0.0,0.0,0.0,0.0,25,39.0,0.55,42,479,475,43.0,1.18,0,0,0.195,4.52,0.54,2.3,0,0,0,1.8,0,0.1,2.3,1.3,1.3,5.85,1.63,0.28,552.82,460.57,0,101
1100,23.2,3.2,0.0,0.0,0.0,0.0,0.0,22,28.6,0.48,33,375,351,37.4,1.03,0,0,0.143,3.34,0.42,2.0,0,0,0,1.5,0,0.1,2.0,1.1,1.13,5.09,1.42,0.24,480.43,400.26,0,88
404,20.3,1.1,0.0,0.0,0.0,0.0,0.0,123,40.0,0.3,32,347,449,35.0,0.7,5,0,0.12,5.3,0.28,2.5,0,0,1,1.6,0,0.1,2.1,0.6,0.6,0.46,0.01,0.0,41.44,22.29,0,61
554,27.8,1.5,0.0,0.0,0.0,0.0,0.0,168,52.0,0.41,44,475,615,47.9,0.96,6,0,0.148,6.9,0.34,3.1,0,0,1,2.0,0,0.1,2.59,0.8,0.82,0.64,0.02,0.01,56.77,30.53,0,84
554,27.8,1.5,0.0,0.0,0.0,0.0,0.0,135,41.1,0.33,35,380,492,38.4,0.77,6,0,0.148,6.9,0.34,3.2,0,0,1,2.0,0,0.1,2.59,0.8,0.82,0.64,0.02,0.01,56.77,30.53,0,84
477,18.5,1.9,0.0,0.0,0.0,0.0,0.0,18,30.0,0.4,31,350,347,33.7,0.75,0,0,0.15,3.3,0.44,2.0,0,0,0,1.6,0,0.1,2.1,1.0,0.95,1.37,0.53,0.05,8.71,87.12,0,74
654,25.3,2.6,0.0,0.0,0.0,0.0,0.0,25,39.0,0.55,42,479,475,46.1,1.02,0,0,0.185,4.29,0.54,2.5,0,0,0,2.0,0,0.1,2.59,1.3,1.3,1.88,0.73,0.07,11.93,119.34,0,101
568,22.0,2.2,0.0,0.0,0.0,0.0,0.0,22,28.6,0.48,33,375,351,40.1,0.89,0,0,0.143,3.34,0.42,2.0,0,0,0,1.7,0,0.1,2.25,1.1,1.13,1.63,0.63,0.06,10.37,103.71,0,88
1205,17.4,1.1,0.0,0.0,0.0,0.0,0.0,73,14.5,0.35,32,221,291,27.9,0.82,8,0,0.15,3.3,0.44,2.0,0,0,1,1.6,0,0.1,2.1,2.6,2.63,6.24,1.61,0.19,1121.1,110.64,0,109
1651,23.8,1.5,0.0,0.0,0.0,0.0,0.0,100,18.9,0.47,44,303,399,38.2,1.12,9,0,0.195,4.52,0.54,2.3,0,0,1,1.8,0,0.1,2.3,3.6,3.61,8.55,2.21,0.26,1535.75,151.57,0,149
1435,20.7,1.3,0.0,0.0,0.0,0.0,0.0,87,13.8,0.41,34,237,295,33.2,0.97,8,0,0.143,3.34,0.42,2.0,0,0,1,1.5,0,0.1,2.0,3.1,3.14,7.43,1.92,0.23,1334.64,131.72,0,130
645,19.6,1.8,0.0,0.0,0.0,0.0,0.0,48,0.0,0.31,28,260,366,24.0,0.79,0,0,0.09,3.07,0.55,2.2,11,11,0,1.6,0,0.1,2.1,2.5,2.47,2.51,0.3,0.05,467.8,174.57,0,63
883,26.8,2.5,0.0,0.0,0.0,0.0,0.0,66,0.0,0.43,39,356,502,32.9,1.08,0,0,0.117,4.2,0.67,2.6,14,14,0,1.8,0,0.1,2.3,3.4,3.38,3.44,0.4,0.07,640.82,239.14,0,87
767,23.3,2.2,0.0,0.0,0.0,0.0,0.0,57,0.0,0.37,30,278,371,28.6,0.94,0,0,0.086,3.11,0.52,2.2,10,10,0,1.5,0,0.1,2.0,2.9,2.94,2.99,0.35,0.06,556.9,207.82,0,75
435,23.4,1.3,0.0,0.0,0.0,0.0,0.0,16,28.0,0.73,50,191,444,37.0,0.52,18,0,0.43,9.8,0.44,0.5,2,2,1,1.6,0,0.1,2.1,0.5,0.5,0.24,0.01,0.01,38.92,13.93,0,45
596,32.0,1.8,0.0,0.0,0.0,0.0,0.0,22,36.4,1.0,68,262,608,50.7,0.71,21,0,0.56,13.42,0.54,0.6,2,2,1,1.8,0,0.1,2.3,0.7,0.68,0.33,0.01,0.02,53.32,19.08,0,62
518,27.8,1.5,0.0,0.0,0.0,0.0,0.0,19,26.7,0.87,54,205,449,44.0,0.62,18,0,0.41,9.92,0.42,0.5,2,2,1,1.5,0,0.1,2.0,0.6,0.6,0.28,0.01,0.02,46.33,16.58,0,54
362,19.8,1.1,0.0,0.0,0.0,0.0,0.0,37,10.0,0.2,28,253,353,55.0,0.8,0,1,0.0,4.3,0.22,1.5,0,0,1,1.6,0,0.1,2.1,0.6,0.56,0.18,0.01,0.0,45.08,9.75,0,95
517,28.2,1.6,0.0,0.0,0.0,0.0,0.0,53,13.6,0.28,40,361,504,78.6,1.14,0,1,0.0,6.14,0.28,1.9,0,0,1,2.0,0,0.1,2.7,0.8,0.8,0.26,0.01,0.0,64.4,13.93,0,136
437,23.3,1.1,0.0,0.0,0.0,0.0,0.0,19,0.0,0.3,29,252,332,68.0,0.9,0,1,0.0,4.2,0.19,1.4,0,0,1,1.2,0,0.2,2.2,0.7,0.68,0.28,0.02,0.0,76.23,15.32,0,104
745,18.4,1.4,0.0,0.0,0.0,0.0,0.0,20,21.6,0.5,20,216,272,6.5,1.62,1043,0,0.15,3.5,0.07,3.0,15,15,2,1.6,0,0.1,2.1,4.0,4.0,2.36,0.2,0.43,83.95,0.0,0,126
820,12.2,1.9,0.5,0.0,1.6,19.0,20.6,21,10.7,0.5,23,187,243,29.0,0.4,0,5,0.05,1.0,0.12,0.5,1,1,0,0.3,0,0.0,0.3,3.2,3.22,0.77,1.24,0.41,0.0,134.33,0,27
856,11.8,1.9,0.5,0.0,1.7,15.0,16.7,21,10.7,0.5,24,187,243,29.0,0.49,1,1,0.07,1.1,0.12,0.5,1,1,0,0.3,0,0.0,0.3,3.2,3.22,1.12,1.5,0.48,47.5,191.9,0,23
1006,15.2,1.4,0.1,0.0,0.6,14.6,15.2,21,1.0,0.5,23,187,243,29.0,1.0,0,5,0.05,1.0,0.28,1.0,5,5,0,0.3,0,0.0,0.3,0.2,0.21,4.58,3.2,0.13,5.38,100.52,0,41
332,16.2,1.8,0.0,0.0,0.4,0.0,1.6,29,50.5,2.33,69,152,250,20.5,1.05,0,14,0.0,2.0,0.09,15.0,23,23,0,0.0,0,0.0,0.0,0.9,0.94,0.16,0.04,0.0,48.08,3.26,0,136
380,19.4,1.7,0.0,0.0,0.4,0.0,1.6,21,80.0,1.78,54,150,285,8.8,1.12,0,14,0.0,2.0,0.09,15.0,23,23,0,0.0,0,0.0,0.0,1.0,1.01,0.14,0.01,0.01,26.73,2.25,0,152
345,17.1,3.0,0.0,0.0,0.4,0.0,1.6,58,201.7,2.6,65,155,260,22.3,1.48,0,14,0.0,2.0,0.09,15.0,23,23,0,0.0,0,0.0,0.0,0.4,0.44,0.17,0.04,0.0,30.25,6.3,0,139
363,18.7,1.6,0.0,0.0,0.4,0.0,1.6,19,190.0,2.15,45,132,252,5.8,0.46,0,14,0.0,2.0,0.09,15.0,23,23,0,0.0,0,0.0,0.0,1.8,1.79,0.13,0.0,0.0,17.22,2.17,0,174
352,17.8,1.3,0.0,0.0,0.4,0.0,1.6,20,110.0,4.65,46,110,210,12.5,0.74,0,14,0.0,2.0,0.09,15.0,23,23,0,0.0,0,0.0,0.0,1.2,1.16,0.15,0.0,0.0,20.75,3.96,0,123
370,20.2,2.0,0.0,0.0,0.0,0.0,0.0,120,59.0,2.72,33,210,280,31.0,6.42,0,0,0.023,2.75,0.09,2.5,13,13,1,1.2,0,0.2,2.2,0.0,0.0,0.14,0.01,0.01,72.98,10.12,0,97
370,20.2,1.8,0.0,0.0,0.0,0.0,0.0,57,36.0,0.0,41,288,364,16.2,2.0,5,18,0.0,2.08,0.21,0.3,23,23,0,1.6,0,0.1,2.1,2.0,1.98,0.12,0.0,0.0,62.54,0.83,0,236
411,22.5,2.0,0.0,0.0,0.0,0.0,0.0,63,34.0,0.0,45,240,364,18.0,2.22,5,18,0.0,2.08,0.22,0.3,19,19,0,1.6,0,0.1,2.1,2.2,2.2,0.13,0.01,0.0,69.49,0.92,0,262
438,16.0,1.7,0.0,0.0,0.0,0.0,4.7,173,267.8,2.97,76,122,130,96.0,3.12,57,0,0.0,0.73,0.08,20.0,23,23,5,1.2,0,0.2,2.2,1.0,1.05,0.37,0.04,0.06,191.33,46.2,0,94
292,14.9,1.6,0.0,0.0,0.0,0.0,0.0,53,20.0,5.3,30,186,350,44.8,1.6,45,0,0.03,2.1,0.36,20.0,16,16,5,1.6,0,0.1,2.1,1.2,1.2,0.22,0.01,0.0,75.52,12.42,0,48
324,16.6,1.8,0.0,0.0,0.0,0.0,0.0,59,16.7,5.59,30,165,311,49.8,1.78,45,0,0.028,1.87,0.32,17.8,14,14,4,1.6,0,0.1,2.1,1.3,1.33,0.25,0.01,0.0,83.91,13.8,0,53
191,7.3,2.9,0.0,0.0,0.0,0.6,0.6,139,161.8,3.75,78,115,190,44.5,11.05,39,14,0.0,2.0,0.09,15.0,23,23,0,1.6,0,0.1,2.1,0.9,0.9,0.36,0.02,0.02,107.69,0.0,0,76
279,10.8,3.0,0.0,0.0,0.0,0.6,0.6,229,202.0,4.43,80,174,231,43.3,18.04,26,14,0.0,2.0,0.09,15.0,23,23,1,1.6,0,0.1,2.1,1.1,1.14,0.49,0.03,0.04,189.42,9.45,0,61
298,10.6,2.6,0.0,0.0,0.0,0.6,0.6,148,162.1,3.47,74,183,235,57.3,20.25,3,14,0.0,2.0,0.09,15.0,23,23,0,1.6,0,0.1,2.1,0.9,0.94,0.63,0.04,0.05,230.1,0.0,0,76
268,10.1,2.8,0.0,0.0,0.0,0.6,0.6,190,183.8,4.04,78,166,225,47.3,17.37,22,14,0.0,2.0,0.09,15.0,23,23,1,1.6,0,0.1,2.1,1.0,1.05,0.5,0.03,0.04,185.66,5.15,0,68
247,13.2,1.7,0.0,0.0,0.0,0.0,0.0,20,23.8,0.14,23,331,78,34.2,0.91,0,5,0.0,2.8,0.34,1.0,16,16,0,0.0,0,0.0,0.0,1.2,1.22,0.13,0.01,0.0,52.1,0.36,0,507
428,23.2,2.8,0.0,0.0,0.0,0.0,0.0,56,7.2,0.21,46,228,320,39.2,1.55,0,5,0.0,3.32,0.4,1.1,19,19,0,0.0,0,0.0,0.0,0.5,0.53,0.17,0.1,0.0,53.72,0.56,0,204
432,23.4,2.1,0.0,0.0,0.0,0.0,0.0,163,70.1,0.27,54,327,404,33.2,1.69,5,5,0.0,2.8,0.34,1.0,16,16,0,0.0,0,0.0,0.0,1.7,1.7,0.17,0.01,0.0,85.96,0.0,0,445
383,20.2,3.2,0.0,0.0,0.0,0.0,0.0,239,42.3,1.28,45,214,179,25.0,1.95,0,5,0.0,3.32,0.4,1.1,19,19,0,0.0,0,0.0,0.0,1.1,1.12,0.21,0.08,0.0,63.3,2.55,0,218
408,22.4,2.0,0.0,0.0,0.0,0.0,0.0,59,88.1,0.2,56,284,364,62.2,1.62,0,5,0.0,2.8,0.34,1.0,16,16,0,0.0,0,0.0,0.0,1.8,1.8,0.15,0.01,0.0,54.26,1.31,0,210
345,17.8,2.6,0.0,0.0,0.0,0.0,0.0,583,79.4,2.77,48,280,306,29.7,1.54,3,5,0.0,2.8,0.34,1.0,16,16,0,0.0,0,0.0,0.0,1.9,1.88,0.24,0.04,0.01,81.84,4.03,0,204
437,23.9,2.0,0.0,0.0,0.0,0.0,0.0,45,46.8,0.03,50,326,412,45.2,1.49,0,5,0.0,2.8,0.34,1.0,16,16,0,0.0,0,0.0,0.0,1.6,1.65,0.16,0.01,0.0,79.81,1.53,0,461
381,20.7,2.0,0.0,0.0,0.0,0.0,0.0,72,57.2,0.16,45,317,314,43.7,1.43,1,5,0.0,2.8,0.34,1.0,16,16,0,0.0,0,0.0,0.0,1.6,1.59,0.15,0.01,0.0,68.03,0.8,0,406
507,27.1,3.7,0.0,0.0,0.0,0.0,0.0,185,30.9,0.93,57,276,312,40.1,2.19,0,7,0.0,4.16,0.5,1.4,24,24,0,0.0,0,0.0,0.0,1.0,1.03,0.24,0.11,0.01,73.14,1.94,0,264
351,15.6,1.3,0.0,0.0,0.8,0.0,3.4,26,150.0,0.76,42,280,360,29.0,1.2,12,0,0.0,1.8,0.1,2.8,12,12,0,1.6,0,0.1,2.1,0.7,0.71,0.14,0.01,0.0,95.52,9.55,0,42
439,19.5,1.6,0.0,0.0,1.1,0.0,4.2,32,178.1,0.95,52,350,450,36.2,1.5,13,0,0.0,2.25,0.11,3.0,13,13,0,1.8,0,0.1,2.36,0.9,0.89,0.18,0.02,0.01,119.4,11.94,0,52
328,16.7,1.4,0.0,0.0,0.0,0.0,0.0,11,20.0,1.3,36,258,156,44.8,1.3,1,0,0.09,1.5,0.06,1.3,5,5,1,1.6,0,0.1,2.1,1.2,1.2,0.31,0.0,0.0,88.56,14.33,0,199
410,20.9,1.8,0.0,0.0,0.0,0.0,0.0,14,23.8,1.62,45,322,195,56.0,1.62,1,0,0.096,1.78,0.06,1.4,5,5,1,1.8,0,0.1,2.36,1.5,1.5,0.39,0.0,0.0,110.7,17.91,0,249
762,25.4,11.1,0.0,0.0,0.0,0.0,0.0,167,13.0,2.5,69,252,180,68.1,2.9,4,0,0.02,7.9,0.2,0.9,13,13,0,5.2,0,0.2,6.36,3.3,3.33,1.97,1.86,0.22,177.56,273.18,0,77
356,18.8,1.3,0.0,0.0,0.0,0.0,0.0,20,50.0,0.2,27,180,300,27.0,0.3,7,0,0.08,1.1,0.09,0.3,0,0,2,1.6,0,0.1,2.1,0.4,0.41,0.25,0.01,0.0,39.9,13.93,0,49
396,20.1,1.3,0.0,0.0,0.0,0.0,0.0,20,0.0,0.2,27,250,252,34.0,0.5,5,0,0.07,0.9,0.11,0.3,0,0,1,1.2,0,0.2,2.2,0.5,0.46,0.36,0.02,0.01,74.55,20.9,0,59
924,12.1,1.4,1.1,0.0,1.5,15.1,16.6,13,4.4,0.45,22,170,190,24.0,0.4,15,0,0.07,1.1,0.01,0.4,69,69,0,0.6,0,0.0,0.6,0.4,0.45,1.56,1.66,0.84,188.52,63.21,0,28
1050,13.8,1.6,1.2,0.0,1.7,17.2,18.9,15,4.8,0.51,25,193,216,27.3,0.45,15,0,0.072,1.25,0.01,0.4,74,74,0,0.6,0,0.0,0.61,0.4,0.51,1.78,1.89,0.96,214.23,71.83,0,32
579,20.7,2.2,0.0,0.0,0.0,0.0,0.0,191,60.0,1.14,30,312,286,34.2,1.05,16,0,0.02,4.45,0.18,1.3,13,13,0,8.6,0,0.4,10.6,0.9,0.93,1.4,0.08,0.05,495.94,63.1,0,74
538,15.5,1.8,0.0,0.0,4.1,1.4,5.5,102,17.0,1.07,25,231,240,15.0,0.66,8,210,0.02,4.45,0.18,1.3,13,13,0,8.6,0,0.4,10.6,0.9,0.93,0.69,1.96,0.05,96.6,124.2,0,74
617,24.4,2.2,0.0,0.0,0.0,0.0,0.0,130,13.0,0.46,26,260,270,32.2,0.63,27,0,0.0,5.8,0.2,0.7,95,95,0,8.6,0,0.4,10.6,0.9,0.93,1.14,0.14,0.22,410.81,22.11,0,63
787,24.3,3.8,0.0,0.0,0.0,0.0,0.0,8,7.4,0.31,34,300,420,16.0,0.38,0,0,0.42,10.0,0.46,1.5,0,0,0,4.2,0,0.0,4.2,0.6,0.6,1.74,1.14,0.4,245.43,9.09,0,55
540,26.1,1.2,0.0,0.0,0.0,0.0,0.0,5,10.2,1.16,24,186,205,72.6,0.76,0,0,0.0,12.0,0.14,1.1,26,26,0,2.2,0,0.1,2.7,0.0,0.0,1.03,0.03,0.01,94.38,14.04,0,53
577,18.0,1.8,0.3,0.0,2.5,0.8,3.3,13,12.0,1.2,27,160,250,48.0,0.53,0,85,0.0,12.0,0.14,1.1,26,26,0,2.0,0,0.2,3.1,1.9,1.93,1.12,1.82,0.14,43.62,49.07,0,53
1586,8.3,1.5,7.0,0.0,15.9,41.5,59.2,26,0.0,2.1,72,234,335,2.0,0.73,0,276,0.13,1.3,0.21,0.0,20,20,0,0.0,0,0.0,0.0,0.5,0.5,3.2,2.49,0.16,0.0,65.64,0,8
1389,8.8,2.7,9.9,0.0,41.0,4.0,45.0,100,5.1,5.9,160,240,970,8.9,2.2,0,9,0.07,1.5,0.27,0.0,49,49,0,0.0,0,0.0,0.0,1.1,1.41,4.26,1.88,0.09,0.0,0.0,9,0
1861,9.4,1.2,6.8,0.0,14.0,40.2,54.2,29,0.8,1.85,62,197,318,2.0,0.92,0,218,0.125,1.3,0.21,0.0,27,27,0,0.0,0,0.0,0.0,1.1,1.12,5.3,3.41,0.16,0.0,149.35,0,4
2163,18.8,2.1,6.8,0.0,15.9,15.0,31.0,99,2.3,2.3,180,370,580,9.1,2.3,0,0,0.17,7.2,0.1,0.0,58,58,0,0.0,0,0.0,0.0,9.6,10.17,4.86,7.34,0.3,0.0,0.0,0,0
1982,25.0,2.1,4.8,0.0,15.0,5.8,20.8,88,6.0,3.3,110,340,450,16.0,1.9,52,0,0.1,5.9,0.11,0.0,74,74,0,0.0,0,0.0,0.0,5.7,6.49,6.85,3.67,0.06,0.0,0.0,3,7
1653,6.1,1.4,6.4,0.0,20.1,44.0,64.1,37,0.0,1.6,68,225,272,3.0,1.18,2,158,0.21,1.1,0.09,0.0,20,20,0,0.0,0,0.0,0.0,0.6,0.6,6.65,1.09,0.04,0.0,67.41,2,7
1675,6.6,1.4,6.4,0.0,23.1,36.4,59.5,97,0.0,0.9,62,132,359,2.0,0.13,1,196,0.15,1.3,0.21,0.0,73,73,2,0.0,0,0.0,0.0,0.5,0.5,8.85,1.11,0.04,0.0,6.68,0,12
1400,3.9,1.0,4.5,0.0,31.4,37.7,69.1,22,2.0,0.3,19,40,174,2.0,0.37,0,154,0.07,1.28,0.08,0.0,66,66,38,0.0,0,0.0,0.0,0.3,0.31,1.27,0.66,0.09,0.0,10.08,0,12
2053,7.5,2.0,5.2,0.0,0.6,55.4,56.0,130,5.4,1.3,92,255,170,1.4,1.5,0,10,0.08,0.0,0.08,0.0,20,20,0,0.0,0,0.0,0.0,3.2,3.6,5.81,5.28,0.96,0.0,167.3,0,0
2038,8.8,3.2,3.2,0.0,2.5,51.0,53.5,190,12.2,0.3,29,170,230,0.0,1.37,0,770,0.027,0.5,0.13,0.0,40,40,0,0.0,0,0.0,0.0,4.8,4.8,11.3,2.54,0.07,0.0,147.7,0,9
1934,7.4,1.9,6.9,0.0,6.6,47.6,54.2,20,11.0,1.9,79,230,430,7.8,1.2,0,79,0.24,2.6,0.15,0.0,83,83,0,0.0,0,0.0,0.02,7.3,7.33,1.86,3.11,0.06,0.0,108.03,0,0
